Id,Name,City,CountryId,IATA,ICAO,Latitude,Longitude,Altitude,Offset,DST,TimeZone
259,Yamoussoukro,Yamoussoukro,CI,ASK,DIYO,6.903167,-5.365581,699,0,N,Africa/Abidjan
260,Nnamdi Azikiwe Intl,Abuja,NG,ABV,DNAA,9.006792,7.263172,1123,1,N,Africa/Lagos
261,Akure,Akure,NG,AKR,DNAK,7.246739,5.301008,1100,1,N,Africa/Lagos
262,Benin,Benin,NG,BNI,DNBE,6.316981,5.599503,258,1,N,Africa/Lagos
263,Calabar,Calabar,NG,CBQ,DNCA,4.976019,8.347197,210,1,N,Africa/Lagos
264,Enugu,Enugu,NG,ENU,DNEN,6.474272,7.561961,466,1,N,Africa/Lagos
265,Gusau,Gusau,NG,QUS,DNGU,12.171667,6.696111,1520,1,N,Africa/Lagos
266,Ibadan,Ibadan,NG,IBA,DNIB,7.362458,3.978333,725,1,N,Africa/Lagos
267,Ilorin,Ilorin,NG,ILR,DNIL,8.440211,4.493919,1126,1,N,Africa/Lagos
268,Yakubu Gowon,Jos,NG,JOS,DNJO,9.639828,8.86905,4232,1,N,Africa/Lagos
269,Kaduna,Kaduna,NG,KAD,DNKA,10.696025,7.320114,2073,1,N,Africa/Lagos
270,Mallam Aminu Intl,Kano,NG,KAN,DNKN,12.047589,8.524622,1562,1,N,Africa/Lagos
271,Maiduguri,Maiduguri,NG,MIU,DNMA,11.855347,13.08095,1099,1,N,Africa/Lagos
272,Makurdi,Makurdi,NG,MDI,DNMK,7.703883,8.613939,371,1,N,Africa/Lagos
273,Murtala Muhammed,Lagos,NG,LOS,DNMM,6.577369,3.321156,135,1,N,Africa/Lagos
274,Minna New,Minna,NG,MXJ,DNMN,9.652172,6.462256,834,1,N,Africa/Lagos
275,Port Harcourt Intl,Port Hartcourt,NG,PHC,DNPO,5.015494,6.949594,87,1,N,Africa/Lagos
276,Sadiq Abubakar Iii Intl,Sokoto,NG,SKO,DNSO,12.916322,5.207189,1010,1,N,Africa/Lagos
277,Yola,Yola,NG,YOL,DNYO,9.257553,12.430422,599,1,N,Africa/Lagos
278,Zaria,Zaria,NG,ZAR,DNZA,11.130192,7.685806,2170,1,N,Africa/Lagos
279,Maradi,Maradi,NE,MFQ,DRRM,13.502531,7.126753,1240,1,N,Africa/Niamey
280,Diori Hamani,Niamey,NE,NIM,DRRN,13.481547,2.183614,732,1,N,Africa/Niamey
281,Tahoua,Tahoua,NE,THZ,DRRT,14.875658,5.265358,1266,1,N,Africa/Niamey
282,Manu Dayak,Agadez,NE,AJY,DRZA,16.965997,8.000114,1657,1,N,Africa/Niamey
283,Dirkou,Dirkou,NE,,DRZD,18.968703,12.86865,1273,1,N,Africa/Niamey
284,Diffa,Diffa,NE,,DRZF,13.372894,12.626686,994,1,N,Africa/Niamey
285,Zinder,Zinder,NE,ZND,DRZR,13.778997,8.983761,1516,1,N,Africa/Niamey
286,Habib Bourguiba Intl,Monastir,TN,MIR,DTMB,35.758056,10.754722,9,1,E,Africa/Tunis
287,Carthage,Tunis,TN,TUN,DTTA,36.851033,10.227217,22,1,E,Africa/Tunis
288,Sidi Ahmed Air Base,Bizerte,TN,,DTTB,37.245447,9.791453,20,1,E,Africa/Tunis
289,Remada,Remada,TN,,DTTD,32.306156,10.382108,1004,1,E,Africa/Tunis
290,Gafsa,Gafsa,TN,GAF,DTTF,34.422022,8.822503,1060,1,E,Africa/Tunis
291,Gabes,Gabes,TN,GAE,DTTG,33.876919,10.103333,26,1,E,Africa/Tunis
292,Borj El Amri,Bordj El Amri,TN,,DTTI,36.721339,9.943147,108,1,E,Africa/Tunis
293,Zarzis,Djerba,TN,DJE,DTTJ,33.875031,10.775461,19,1,E,Africa/Tunis
294,El Borma,El Borma,TN,EBM,DTTR,31.704281,9.254619,827,1,E,Africa/Tunis
295,Thyna,Sfax,TN,SFA,DTTX,34.717953,10.690972,85,1,E,Africa/Tunis
296,Nefta,Tozeur,TN,TOE,DTTZ,33.939722,8.110556,287,1,E,Africa/Tunis
297,Niamtougou International,Niatougou,TG,LRL,DXNG,9.767333,1.09125,1515,0,N,Africa/Lome
298,Gnassingbe Eyadema Intl,Lome,TG,LFW,DXXX,6.165611,1.254511,72,0,N,Africa/Lome
299,Deurne,Antwerp,BE,ANR,EBAW,51.189444,4.460278,39,1,E,Europe/Brussels
300,Beauvechain,Beauvechain,BE,,EBBE,50.75861,4.768333,370,1,E,Europe/Brussels
301,Kleine Brogel,Kleine Brogel,BE,,EBBL,51.168333,5.47,200,1,E,Europe/Brussels
302,Brussels Natl,Brussels,BE,BRU,EBBR,50.901389,4.484444,184,1,E,Europe/Brussels
303,Bertrix,Bertrix,BE,,EBBX,49.891667,5.223889,1514,1,E,Europe/Brussels
304,Brussels South,Charleroi,BE,CRL,EBCI,50.459197,4.453817,614,1,E,Europe/Brussels
305,Chievres Ab,Chievres,BE,,EBCV,50.575833,3.831,193,1,E,Europe/Brussels
306,Koksijde,Koksijde,BE,,EBFN,51.090278,2.652778,20,1,E,Europe/Brussels
307,Florennes,Florennes,BE,,EBFS,50.243333,4.645833,935,1,E,Europe/Brussels
308,Wevelgem,Kortrijk-vevelgem,BE,QKT,EBKT,50.817222,3.204722,64,1,E,Europe/Brussels
309,Liege,Liege,BE,LGG,EBLG,50.637417,5.443222,659,1,E,Europe/Brussels
310,Oostende,Ostend,BE,OST,EBOS,51.198889,2.862222,13,1,E,Europe/Brussels
311,Zutendaal,Zutendaal,BE,,EBSL,50.9475,5.590556,312,1,E,Europe/Brussels
312,Sint Truiden,Sint-truiden,BE,,EBST,50.791944,5.201667,246,1,E,Europe/Brussels
313,Saint Hubert Mil,St.-hubert,BE,,EBSU,50.035833,5.404167,1930,1,E,Europe/Brussels
314,Ursel,Ursel,BE,,EBUL,51.144133,3.474361,95,1,E,Europe/Brussels
315,Weelde,Weelde,BE,,EBWE,51.394783,4.960194,105,1,E,Europe/Brussels
316,Zoersel,Zoersel,BE,,EBZR,51.264722,4.753333,53,1,E,Europe/Brussels
317,Bautzen,Bautzen,DE,BBJ,EDAB,51.193531,14.519747,568,1,E,Europe/Berlin
318,Altenburg Nobitz,Altenburg,DE,AOC,EDAC,50.981817,12.506361,640,1,E,Europe/Berlin
319,Dessau,Dessau,DE,,EDAD,51.831828,12.184033,187,1,E,Europe/Berlin
320,Eisenhuttenstadt,Eisenhuettenstadt,DE,,EDAE,52.197333,14.585667,149,1,E,Europe/Berlin
6891,Putnam County Airport,Greencastle,US,4I7,\N,39.6335556,-86.8138056,842,-5,U,America/New_York
322,Grossenhain,Suhl,DE,,EDAK,51.308111,13.554973,417,1,E,Europe/Berlin
323,Merseburg,Muehlhausen,DE,,EDAM,51.363,11.940833,340,1,E,Europe/Berlin
324,Halle Oppin,Halle,DE,,EDAQ,51.552,12.052667,347,1,E,Europe/Berlin
325,Riesa Gohlis,Riesa,DE,,EDAU,51.2935,13.356,322,1,E,Europe/Berlin
326,Rechlin Larz,Rechlin-laerz,DE,,EDAX,53.306417,12.753139,220,1,E,Europe/Berlin
327,Strausberg,Strausberg,DE,,EDAY,52.579978,13.915683,263,1,E,Europe/Berlin
328,Schonhagen,Schoenhagen,DE,,EDAZ,52.203258,13.158408,131,1,E,Europe/Berlin
329,Barth,Barth,DE,BBH,EDBH,54.33754,12.699705,23,1,E,Europe/Berlin
330,Jena Schongleina,Jena,DE,,EDBJ,50.915161,11.714519,1228,1,E,Europe/Berlin
331,Kyritz,Kyritz,DE,,EDBK,52.918833,12.425333,130,1,E,Europe/Berlin
332,Magdeburg,Magdeburg,DE,,EDBM,52.073658,11.626467,268,1,E,Europe/Berlin
333,Rothenburg Gorlitz,Rothenburg/ol,DE,,EDBR,51.363167,14.95,517,1,E,Europe/Berlin
334,Anklam,Anklam,DE,,EDCA,53.8327,13.669131,18,1,E,Europe/Berlin
335,Cottbus Drewitz,Cottbus,DE,,EDCD,51.889475,14.531986,274,1,E,Europe/Berlin
336,Kamenz,Kamenz,DE,,EDCM,51.29625,14.129,495,1,E,Europe/Berlin
337,Schonefeld,Berlin,DE,SXF,EDDB,52.380001,13.5225,157,1,E,Europe/Berlin
338,Dresden,Dresden,DE,DRS,EDDC,51.132767,13.767161,755,1,E,Europe/Berlin
339,Erfurt,Erfurt,DE,ERF,EDDE,50.979811,10.958106,1036,1,E,Europe/Berlin
340,Frankfurt Main,Frankfurt,DE,FRA,EDDF,50.026421,8.543125,364,1,E,Europe/Berlin
341,Munster Osnabruck,Munster,DE,FMO,EDDG,52.134642,7.684831,160,1,E,Europe/Berlin
342,Hamburg,Hamburg,DE,HAM,EDDH,53.630389,9.988228,53,1,E,Europe/Berlin
343,Tempelhof,Berlin,DE,THF,EDDI,52.473025,13.403944,167,1,E,Europe/Berlin
344,Koln Bonn,Cologne,DE,CGN,EDDK,50.865917,7.142744,302,1,E,Europe/Berlin
345,Dusseldorf,Duesseldorf,DE,DUS,EDDL,51.289453,6.766775,147,1,E,Europe/Berlin
346,Franz Josef Strauss,Munich,DE,MUC,EDDM,48.353783,11.786086,1487,1,E,Europe/Berlin
347,Nurnberg,Nuernberg,DE,NUE,EDDN,49.4987,11.066897,1046,1,E,Europe/Berlin
348,Leipzig Halle,Leipzig,DE,LEJ,EDDP,51.432447,12.241633,465,1,E,Europe/Berlin
349,Saarbrucken,Saarbruecken,DE,SCN,EDDR,49.214553,7.109508,1058,1,E,Europe/Berlin
350,Stuttgart,Stuttgart,DE,STR,EDDS,48.689878,9.221964,1276,1,E,Europe/Berlin
351,Tegel,Berlin,DE,TXL,EDDT,52.559686,13.287711,122,1,E,Europe/Berlin
352,Hannover,Hannover,DE,HAJ,EDDV,52.461056,9.685078,183,1,E,Europe/Berlin
353,Neuenland,Bremen,DE,BRE,EDDW,53.0475,8.786667,14,1,E,Europe/Berlin
354,Egelsbach,Egelsbach,DE,,EDFE,49.960833,8.6415,385,1,E,Europe/Berlin
355,Frankfurt Hahn,Hahn,DE,HHN,EDFH,49.948672,7.263892,1649,1,E,Europe/Berlin
356,Mannheim City,Mannheim,DE,MHG,EDFM,49.472706,8.514264,309,1,E,Europe/Berlin
357,Allendorf Eder,Allendorf,DE,,EDFQ,51.034878,8.680839,1164,1,E,Europe/Berlin
358,Worms,Worms,DE,,EDFV,49.606511,8.3684,295,1,E,Europe/Berlin
359,Mainz Finthen,Mainz,DE,,EDFZ,49.968931,8.148336,760,1,E,Europe/Berlin
360,Eisenach Kindel,Eisenach,DE,,EDGE,50.992797,10.472711,1101,1,E,Europe/Berlin
361,Siegerland,Siegerland,DE,,EDGS,50.707658,8.082969,1966,1,E,Europe/Berlin
362,Hamburg Finkenwerder,Hamburg,DE,XFW,EDHI,53.535886,9.837025,22,1,E,Europe/Berlin
363,Kiel Holtenau,Kiel,DE,KEL,EDHK,54.3795,10.145167,101,1,E,Europe/Berlin
364,Lubeck Blankensee,Luebeck,DE,LBC,EDHL,53.805367,10.719222,53,1,E,Europe/Berlin
365,Dahlemer Binz,Dahlemer Binz,DE,,EDKV,50.405888,6.528083,1896,1,E,Europe/Berlin
366,Meinerzhagen,Meinerzhagen,DE,,EDKZ,51.099445,7.601944,1548,1,E,Europe/Berlin
367,Arnsberg Menden,Arnsberg,DE,ZCA,EDLA,51.483333,7.899333,794,1,E,Europe/Berlin
368,Essen Mulheim,Essen,DE,ESS,EDLE,51.402333,6.937333,424,1,E,Europe/Berlin
369,Bielefeld,Bielefeld,DE,,EDLI,51.964833,8.544833,454,1,E,Europe/Berlin
370,Monchengladbach,Moenchengladbach,DE,MGL,EDLN,51.230356,6.504494,125,1,E,Europe/Berlin
371,Paderborn Lippstadt,Paderborn,DE,PAD,EDLP,51.614089,8.616317,699,1,E,Europe/Berlin
372,Stadtlohn Vreden,Stadtlohn,DE,,EDLS,51.995844,6.840667,157,1,E,Europe/Berlin
373,Dortmund,Dortmund,DE,DTM,EDLW,51.518314,7.612242,425,1,E,Europe/Berlin
374,Augsburg,Augsburg,DE,AGB,EDMA,48.425158,10.931764,1515,1,E,Europe/Berlin
375,Biberach An Der Riss,Biberach,DE,,EDMB,48.111,9.762833,1903,1,E,Europe/Berlin
376,Eggenfelden,Eggenfelden,DE,,EDME,48.396167,12.723667,1342,1,E,Europe/Berlin
377,Mindelheim Mattsies,Mindelheim,DE,,EDMN,48.108833,10.524333,1857,1,E,Europe/Berlin
378,Oberpfaffenhofen,Oberpfaffenhofen,DE,OBF,EDMO,48.081364,11.283067,1947,1,E,Europe/Berlin
379,Straubing,Straubing,DE,,EDMS,48.90095,12.518186,1054,1,E,Europe/Berlin
380,Vilshofen,Vilshofen,DE,,EDMV,48.635167,13.195667,991,1,E,Europe/Berlin
381,Leutkirch Unterzeil,Leutkirch,DE,,EDNL,47.859117,10.014572,2099,1,E,Europe/Berlin
382,Friedrichshafen,Friedrichshafen,DE,FDH,EDNY,47.671317,9.511486,1367,1,E,Europe/Berlin
383,Schwerin Parchim,Parchim,DE,SZW,EDOP,53.426997,11.783436,166,1,E,Europe/Berlin
384,Stendal Borstel,Stendal,DE,ZSN,EDOV,52.627778,11.818333,184,1,E,Europe/Berlin
385,Aalen Heidenheim Elchingen,Aalen-heidenheim,DE,,EDPA,48.777833,10.264667,1916,1,E,Europe/Berlin
386,Bayreuth,Bayreuth,DE,BYU,EDQD,49.984428,11.638569,1601,1,E,Europe/Berlin
387,Burg Feuerstein,Burg Feuerstein,DE,,EDQE,49.793833,11.133167,1674,1,E,Europe/Berlin
388,Hof Plauen,Hof,DE,HOQ,EDQM,50.288836,11.854919,1960,1,E,Europe/Berlin
389,Hassfurt Schweinfurt,Hassfurt,DE,,EDQT,50.018,10.5295,718,1,E,Europe/Berlin
390,Koblenz Winningen,Koblenz,DE,ZNV,EDRK,50.3255,7.528667,640,1,E,Europe/Berlin
391,Trier Fohren,Trier,DE,ZQF,EDRT,49.8635,6.788167,665,1,E,Europe/Berlin
392,Speyer,Speyer,DE,ZQC,EDRY,49.302776,8.451195,312,1,E,Europe/Berlin
393,Zweibrucken,Zweibruecken,DE,,EDRZ,49.209525,7.400647,1133,1,E,Europe/Berlin
394,Donaueschingen Villingen,Donaueschingen,DE,ZQL,EDTD,47.973331,8.522223,2231,1,E,Europe/Berlin
395,Freiburg,Freiburg,DE,,EDTF,48.022653,7.832583,799,1,E,Europe/Berlin
396,Mengen Hohentengen,Mengen,DE,,EDTM,48.053833,9.372833,1820,1,E,Europe/Berlin
397,Schwabisch Hall,Schwaebisch Hall,DE,,EDTY,49.118317,9.783956,1311,1,E,Europe/Berlin
398,Finsterwalde Schacksdorf,Soest,DE,,EDUS,51.6075,13.738,399,1,E,Europe/Berlin
399,Braunschweig Wolfsburg,Braunschweig,DE,BWE,EDVE,52.319167,10.556111,295,1,E,Europe/Berlin
400,Kassel Calden,Kassel,DE,KSF,EDVK,51.408394,9.377631,908,1,E,Europe/Berlin
401,Hildesheim,Hildesheim,DE,,EDVM,52.179833,9.945667,293,1,E,Europe/Berlin
402,Bremerhaven,Bremerhaven,DE,BRV,EDWB,53.507081,8.572878,11,1,E,Europe/Berlin
403,Emden,Emden,DE,EME,EDWE,53.391186,7.227408,2,1,E,Europe/Berlin
404,Leer Papenburg,Leer,DE,,EDWF,53.271592,7.442344,3,1,E,Europe/Berlin
405,Wilhelmshaven Mariensiel,Wilhelmshaven,DE,WVN,EDWI,53.504833,8.053333,16,1,E,Europe/Berlin
406,Borkum,Borkum,DE,BMK,EDWR,53.5955,6.709167,3,1,E,Europe/Berlin
407,Norderney,Norderney,DE,NRD,EDWY,53.706822,7.230247,6,1,E,Europe/Berlin
408,Flensburg Schaferhaus,Flensburg,DE,FLF,EDXF,54.771772,9.378214,130,1,E,Europe/Berlin
409,Rendsburg Schachtholm,Rendsburg,DE,,EDXR,54.220928,9.600803,23,1,E,Europe/Berlin
410,Westerland Sylt,Westerland,DE,GWT,EDXW,54.91325,8.340472,51,1,E,Europe/Berlin
411,Amari,Armari Air Force Base,EE,,EEEI,59.260286,24.208467,65,2,E,Europe/Tallinn
412,Kardla,Kardla,EE,KDL,EEKA,58.990756,22.830733,18,2,E,Europe/Tallinn
413,Kuressaare,Kuressaare,EE,URE,EEKE,58.229883,22.509494,14,2,E,Europe/Tallinn
414,Parnu,Parnu,EE,EPU,EEPU,58.419044,24.472819,47,2,E,Europe/Tallinn
415,Tallinn,Tallinn-ulemiste International,EE,TLL,EETN,59.413317,24.832844,131,2,E,Europe/Tallinn
416,Tartu,Tartu,EE,TAY,EETU,58.307461,26.690428,219,2,E,Europe/Tallinn
417,Enontekio,Enontekio,FI,ENF,EFET,68.362586,23.424322,1005,2,E,Europe/Helsinki
418,Eura,Eura,FI,,EFEU,61.116112,22.201389,259,2,E,Europe/Helsinki
419,Halli,Halli,FI,KEV,EFHA,61.85605,24.7866,479,2,E,Europe/Helsinki
420,Helsinki Malmi,Helsinki,FI,HEM,EFHF,60.254558,25.042828,57,2,E,Europe/Helsinki
421,Helsinki Vantaa,Helsinki,FI,HEL,EFHK,60.317222,24.963333,179,2,E,Europe/Helsinki
422,Hameenkyro,Hameenkyro,FI,,EFHM,61.689656,23.073744,449,2,E,Europe/Helsinki
423,Hanko,Hanko,FI,,EFHN,59.848864,23.083583,20,2,E,Europe/Helsinki
424,Hyvinkaa,Hyvinkaa,FI,HYV,EFHV,60.654444,24.881111,430,2,E,Europe/Helsinki
425,Kiikala,Kikala,FI,,EFIK,60.462502,23.6525,381,2,E,Europe/Helsinki
426,Immola,Immola,FI,,EFIM,61.249172,28.903711,338,2,E,Europe/Helsinki
427,Kitee,Kitee,FI,,EFIT,62.166111,30.073611,364,2,E,Europe/Helsinki
428,Ivalo,Ivalo,FI,IVL,EFIV,68.607269,27.405328,481,2,E,Europe/Helsinki
429,Joensuu,Joensuu,FI,JOE,EFJO,62.662906,29.60755,398,2,E,Europe/Helsinki
430,Jyvaskyla,Jyvaskyla,FI,JYV,EFJY,62.399453,25.678253,459,2,E,Europe/Helsinki
431,Kauhava,Kauhava,FI,KAU,EFKA,63.127078,23.051442,151,2,E,Europe/Helsinki
432,Kemi Tornio,Kemi,FI,KEM,EFKE,65.781889,24.5991,61,2,E,Europe/Helsinki
433,Kajaani,Kajaani,FI,KAJ,EFKI,64.285472,27.692414,483,2,E,Europe/Helsinki
434,Kauhajoki,Kauhajoki,FI,,EFKJ,62.462502,22.393055,407,2,E,Europe/Helsinki
435,Kruunupyy,Kruunupyy,FI,KOK,EFKK,63.721172,23.143131,84,2,E,Europe/Helsinki
436,Kemijarvi,Kemijarvi,FI,,EFKM,66.712883,27.156786,692,2,E,Europe/Helsinki
437,Kuusamo,Kuusamo,FI,KAO,EFKS,65.987575,29.239381,866,2,E,Europe/Helsinki
438,Kittila,Kittila,FI,KTT,EFKT,67.701022,24.84685,644,2,E,Europe/Helsinki
439,Kuopio,Kuopio,FI,KUO,EFKU,63.00715,27.797756,323,2,E,Europe/Helsinki
440,Lahti Vesivehmaa,Vesivehmaa,FI,,EFLA,61.144158,25.693508,502,2,E,Europe/Helsinki
441,Lappeenranta,Lappeenranta,FI,LPP,EFLP,61.044553,28.144397,349,2,E,Europe/Helsinki
442,Mariehamn,Mariehamn,FI,MHQ,EFMA,60.122203,19.898156,17,2,E,Europe/Mariehamn
443,Menkijarvi,Menkijarvi,FI,,EFME,62.946667,23.518889,331,2,E,Europe/Helsinki
444,Mikkeli,Mikkeli,FI,MIK,EFMI,61.6866,27.201794,329,2,E,Europe/Helsinki
445,Nummela,Nummela,FI,,EFNU,60.333889,24.296389,367,2,E,Europe/Helsinki
446,Oulu,Oulu,FI,OUL,EFOU,64.930061,25.354564,47,2,E,Europe/Helsinki
447,Piikajarvi,Piikajarvi,FI,,EFPI,61.245558,22.193356,148,2,E,Europe/Helsinki
448,Pori,Pori,FI,POR,EFPO,61.461686,21.799983,44,2,E,Europe/Helsinki
449,Pudasjarvi,Pudasjarvi,FI,,EFPU,65.402222,26.946944,397,2,E,Europe/Helsinki
450,Pyhasalmi,Pyhasalmi,FI,,EFPY,63.731917,25.926306,528,2,E,Europe/Helsinki
451,Raahe Pattijoki,Pattijoki,FI,,EFRH,64.688056,24.695833,118,2,E,Europe/Helsinki
452,Rantasalmi,Rantasalmi,FI,,EFRN,62.065481,28.356494,292,2,E,Europe/Helsinki
453,Rovaniemi,Rovaniemi,FI,RVN,EFRO,66.564822,25.830411,642,2,E,Europe/Helsinki
454,Rayskala,Rayskala,FI,,EFRY,60.744722,24.107778,407,2,E,Europe/Helsinki
455,Savonlinna,Savonlinna,FI,SVL,EFSA,61.943064,28.945136,311,2,E,Europe/Helsinki
456,Selanpaa,Selanpaa,FI,,EFSE,61.062389,26.798861,417,2,E,Europe/Helsinki
457,Sodankyla,Sodankyla,FI,SOT,EFSO,67.395033,26.619133,602,2,E,Europe/Helsinki
458,Tampere Pirkkala,Tampere,FI,TMP,EFTP,61.414147,23.604392,390,2,E,Europe/Helsinki
459,Teisko,Teisko,FI,,EFTS,61.77335,24.027006,515,2,E,Europe/Helsinki
460,Turku,Turku,FI,TKU,EFTU,60.514142,22.262808,161,2,E,Europe/Helsinki
461,Utti,Utti,FI,QVY,EFUT,60.896394,26.938353,339,2,E,Europe/Helsinki
462,Vaasa,Vaasa,FI,VAA,EFVA,63.05065,21.762175,19,2,E,Europe/Helsinki
463,Varkaus,Varkaus,FI,VRK,EFVR,62.171111,27.868611,286,2,E,Europe/Helsinki
464,Ylivieska,Ylivieska-raudaskyla,FI,,EFYL,64.060547,24.715953,252,2,E,Europe/Helsinki
465,Belfast Intl,Belfast,GB,BFS,EGAA,54.6575,-6.215833,268,0,E,Europe/London
466,St Angelo,Enniskillen,GB,ENK,EGAB,54.398889,-7.651667,155,0,E,Europe/London
467,Belfast City,Belfast,GB,BHD,EGAC,54.618056,-5.8725,15,0,E,Europe/London
468,City of Derry,Londonderry,GB,LDY,EGAE,55.042778,-7.161111,22,0,E,Europe/London
469,Birmingham,Birmingham,GB,BHX,EGBB,52.453856,-1.748028,327,0,E,Europe/London
470,Coventry,Coventry,GB,CVT,EGBE,52.369722,-1.479722,267,0,E,Europe/London
471,Leicester,Leicester,GB,,EGBG,52.607778,-1.031944,469,0,E,Europe/London
472,Gloucestershire,Golouchestershire,GB,GLO,EGBJ,51.894167,-2.167222,101,0,E,Europe/London
474,Wolverhampton,Halfpenny Green,GB,,EGBO,52.5175,-2.259444,283,0,E,Europe/London
475,Kemble,Pailton,GB,,EGBP,51.668056,-2.056944,433,0,E,Europe/London
476,Turweston,Turweston,GB,,EGBT,52.040833,-1.095556,448,0,E,Europe/London
477,Wellesbourne Mountford,Wellesbourne,GB,,EGBW,52.192222,-1.614444,159,0,E,Europe/London
478,Manchester,Manchester,GB,MAN,EGCC,53.353744,-2.27495,257,0,E,Europe/London
479,Manchester Woodford,Woodfort,GB,,EGCD,53.338056,-2.148889,295,0,E,Europe/London
480,Chivenor,Chivenor,GB,,EGDC,51.087167,-4.150339,27,0,E,Europe/London
481,St Mawgan,Newquai,GB,NQY,EGDG,50.440558,-4.995408,390,0,E,Europe/London
482,Lyneham,Lyneham,GB,LYE,EGDL,51.505144,-1.993428,513,0,E,Europe/London
483,Boscombe Down,Boscombe Down,GB,,EGDM,51.152189,-1.747414,407,0,E,Europe/London
484,Culdrose,Culdrose,GB,,EGDR,50.086092,-5.255711,267,0,E,Europe/London
485,St Athan,St. Athan,GB,,EGDX,51.404811,-3.43575,163,0,E,Europe/London
486,Yeovilton,Yeovilton,GB,YEO,EGDY,51.009358,-2.638819,75,0,E,Europe/London
487,Haverfordwest,Haverfordwest,GB,,EGFE,51.833056,-4.961111,159,0,E,Europe/London
488,Cardiff,Cardiff,GB,CWL,EGFF,51.396667,-3.343333,220,0,E,Europe/London
489,Swansea,Swansea,GB,SWS,EGFH,51.605333,-4.067833,299,0,E,Europe/London
490,Bristol,Bristol,GB,BRS,EGGD,51.382669,-2.719089,622,0,E,Europe/London
491,Liverpool,Liverpool,GB,LPL,EGGP,53.333611,-2.849722,80,0,E,Europe/London
492,Luton,London,GB,LTN,EGGW,51.874722,-0.368333,526,0,E,Europe/London
493,Plymouth,Plymouth,GB,PLH,EGHD,50.422778,-4.105833,476,0,E,Europe/London
494,Bournemouth,Bournemouth,GB,BOH,EGHH,50.78,-1.8425,38,0,E,Europe/London
495,Southampton,Southampton,GB,SOU,EGHI,50.950261,-1.356803,44,0,E,Europe/London
496,Lasham,Lasham,GB,QLA,EGHL,51.187167,-1.0335,618,0,E,Europe/London
497,Alderney,Alderney,GG,ACI,EGJA,49.706111,-2.214722,290,0,E,Europe/Guernsey
498,Guernsey,Guernsey,GG,GCI,EGJB,49.434956,-2.601969,336,0,E,Europe/Guernsey
499,Jersey,Jersey,JE,JER,EGJJ,49.207947,-2.195508,277,0,E,Europe/Jersey
500,Shoreham,Shoreham By Sea,GB,ESH,EGKA,50.835556,-0.297222,7,0,E,Europe/London
501,Biggin Hill,Biggin Hill,GB,BQH,EGKB,51.330833,0.0325,598,0,E,Europe/London
502,Gatwick,London,GB,LGW,EGKK,51.148056,-0.190278,202,0,E,Europe/London
503,City,London,GB,LCY,EGLC,51.505278,0.055278,19,0,E,Europe/London
504,Farnborough,Farnborough,GB,FAB,EGLF,51.275833,-0.776333,238,0,E,Europe/London
505,Chalgrove,Chalsgrove,GB,,EGLJ,51.676111,-1.080833,240,0,E,Europe/London
506,Blackbushe,Blackbushe,GB,BBS,EGLK,51.323889,-0.8475,325,0,E,Europe/London
507,Heathrow,London,GB,LHR,EGLL,51.4775,-0.461389,83,0,E,Europe/London
508,Southend,Southend,GB,SEN,EGMC,51.571389,0.695556,49,0,E,Europe/London
509,Lydd,Lydd,GB,LYX,EGMD,50.956111,0.939167,13,0,E,Europe/London
510,Manston,Manston,GB,MSE,EGMH,51.342222,1.346111,178,0,E,Europe/London
511,Brough,Brough,GB,,EGNB,53.719667,-0.566333,12,0,E,Europe/London
512,Carlisle,Carlisle,GB,CAX,EGNC,54.9375,-2.809167,190,0,E,Europe/London
513,Gamston,Repton,GB,,EGNE,53.280556,-0.951389,91,0,E,Europe/London
514,Blackpool,Blackpool,GB,BLK,EGNH,53.771667,-3.028611,34,0,E,Europe/London
515,Humberside,Humberside,GB,HUY,EGNJ,53.574444,-0.350833,121,0,E,Europe/London
516,Walney Island,Barrow Island,GB,BWF,EGNL,54.131167,-3.263667,173,0,E,Europe/London
517,Leeds Bradford,Leeds,GB,LBA,EGNM,53.865897,-1.660569,681,0,E,Europe/London
518,Warton,Warton,GB,,EGNO,53.745097,-2.883061,55,0,E,Europe/London
519,Hawarden,Hawarden,GB,CEG,EGNR,53.178056,-2.977778,45,0,E,Europe/London
520,Isle Of Man,Isle Of Man,IM,IOM,EGNS,54.083333,-4.623889,52,0,E,Europe/Isle_of_Man
521,Newcastle,Newcastle,GB,NCL,EGNT,55.0375,-1.691667,266,0,E,Europe/London
522,Durham Tees Valley Airport,Teesside,GB,MME,EGNV,54.509189,-1.429406,120,0,E,Europe/London
523,Nottingham East Midlands,East Midlands,GB,EMA,EGNX,52.831111,-1.328056,306,0,E,Europe/London
524,Llanbedr,Llanbedr,GB,,EGOD,52.811744,-4.123575,30,0,E,Europe/London
525,Ternhill,Ternhill,GB,,EGOE,52.871164,-2.533561,272,0,E,Europe/London
526,Shawbury,Shawbury,GB,,EGOS,52.798169,-2.668042,249,0,E,Europe/London
528,Woodvale,Woodvale,GB,,EGOW,53.581575,-3.055522,37,0,E,Europe/London
529,Kirkwall,Kirkwall,GB,KOI,EGPA,58.957778,-2.905,50,0,E,Europe/London
530,Sumburgh,Sumburgh,GB,LSI,EGPB,59.878889,-1.295556,20,0,E,Europe/London
531,Wick,Wick,GB,WIC,EGPC,58.458889,-3.093056,126,0,E,Europe/London
